Obs,Cust,D1.1,D1.2,D1.3,D1.4,D2.1,D2.2,D2.3,D2.4,D2.5,D2.6,D3.1,D3.2,D3.3,D3.4,D3.5,D4.1,D4.2,D4.3,D4.4,D4.5,D4.6,D4.7,D4.8,D4.9,D4.10,D5,D6,D7,D8,D9.1,D9.2,D9.3,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D11.1,D11.2,D11.3,D11.4,D11.5,D11.6,D11.7,D11.8,D11.9,D11.10,D11.11,D12.1,D12.2,D12.3,D12.4,D12.5,D12.6,D12.7,D12.8,D12.9,D12.10,D12.11,D12.12,D12.13,D12.14,D12.15,D12.16,D12.17,D12.18,D13,D14.1,D14.2,D14.3,D14.4,D14.5,D14.6,D14.7,D15.1,D15.2,D15.3,D15.4,D15.5,D15.6,D15.7,D16,D17.1,D17.2,D17.3,D17.4,D17.5,D17.6,D17.7,D18.1,D18.2,D18.3,D18.4,D18.5,D18.6,D18.7,D18.8,D18.9,D18.10
128,0,2,3,2,2,3,,,1,1,,wendys,mcdonalds,burger king,el patron,mosaic,1,1,1,1,1,1,1,1,1,,1,3,1,2,0,0,0,,,,,,,7,customer service for local government,,,,,,,,,,,no children at home,1,,,,,,,,,,,,,14,,,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,0,2,3,2,1,7,1,1,1,1,,sheetz,pepicelli pizza,Burger king,hardees,mc dondale,2,2,1,1,1,2,2,2,2,,1,4,1,1,0,0,0,,,,,,6,,retired,,,,,,,,,,,no child,,,,,,,,,9,,,,,14,,,,walking,2,1,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,0,2,3,2,3,4,5,1,1,1,,Chik Fil-A,Chipotle,Texas Roadhouse,,,3,2,2,2,1,1,2,1,3,,1,3,1,2,0,0,0,,,,,,,7,Beauty Professional,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,Sewing,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,0,2,3,2,2,7,1,1,1,1,,Red Lobster,,Longhorn Steakhouse,,,1,1,2,4,1,1,1,1,1,,1,4,2,2,,,none,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,13,14,,,,,2,,,,,,6,computer,,,,,,,,,,,,,,,,,,,,,,,,,
132,0,1,3,2,1,4,1,1,4,4,,Mcdonalds,Chick-fil-a,Calabash,,,2,2,1,1,1,2,2,2,3,,1,1,1,1,0,0,0,,,,,,6,,student,,,,,,,,,,,dont hAVE KIDS,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,0,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,0,1,2,2,1,7,7,1,1,1,,Apple Bee's,Five Guys,Au Bon Pain,Ledo's,Chili's,1,1,1,1,1,1,1,2,2,,1,2,1,2,,,,,,,,,,7,Bookkeeper,,,,,,,,8,,,no children,,,,,5,,,,,10,,12,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,0,1,2,2,3,4,3,1,3,2,,Wendy's,City Diner,Quizno's,Sticky Rice,Chipotle,2,2,1,3,1,3,3,2,3,,1,1,1,1,0,0,0,,,,,,,7,Petcare Associate,,,,,,,,,,,I don't have children,,,3,,5,6,,,,,,,,14,,16,,Rock climbing and repelling,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,0,2,2,2,2,6,1,1,1,1,,mcdonalds,burger king,wendys,sonic,subway,2,2,3,3,1,3,3,2,5,,1,2,3,2,1,0,0,,,,,,,7,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,17,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,0,1,2,2,3,1,1,1,1,1,,ddddddddd,ddddddddddddddddd,wwwwwwwww,qqqqqqqqqqqqq,qqqqqqqqqqqqqqqqqqqqq,2,2,2,2,2,2,2,2,2,,1,3,3,1,0,0,0,,,3,,,,,ffffffff,1,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,5,,2,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,
140,0,1,4,1,1,3,6,1,1,2,,Cracker Barrell,Red Lobster,Ichiban Grill,Giovanni's,,2,1,1,2,1,1,2,1,3,,1,3,1,2,0,0,0,,,,,,,7,customer service,,,,,,,,,,,none,,,3,,,,,8,,,,,,14,,16,,,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,0,2,3,2,2,7,7,1,2,2,,mcdonalds,wendys,hardees,subway,burger king,1,1,1,1,1,1,1,1,1,,1,2,1,2,2,0,0,,,,,,6,,,,,,,,,,,9,,cheerleading,,,,,,,,,,,,,,,,,17,,4,1,,,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,0,3,2,2,2,5,1,1,2,2,,ghenghis khan,outback,applebee's,,,2,2,2,3,2,1,1,1,,,1,3,1,2,0,0,1,,,,,,6,,,,,,,,,,,,,,1,,,,,,,8,,,,,,,,,,,2,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,0,1,2,2,1,6,1,1,2,1,,Cook Out,,,,,2,3,1,2,2,2,2,2,2,,1,3,1,2,0,0,1,,,,,,6,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,2,,2,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,
144,0,2,2,2,2,2,1,1,1,6,,Angelo's,Applebee's,Outback,China Taste,Subway,2,1,1,1,1,1,1,2,1,,1,3,2,2,,,,,,,,,6,,,,,,,,,,,,,my children are 36  & 39,1,,3,,,,,,,,,,,14,,16,,,3,1,,3,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,0,1,3,2,3,6,1,1,2,2,,Shoney's,O'Charley's,Genghis Grill,Friendly's,Ruby Tuesday,2,2,1,2,1,1,1,1,2,,1,3,2,2,0,0,2,,,,,,6,,,,,,,,,,8,,,,,,,,,,,,,,,,,14,,16,,"Reading, Cooking, Crafts",4,1,2,3,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0,3,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,0,2,1,2,2,1,4,2,1,3,,family secrets,,,,,1,2,1,5,1,3,3,3,5,,2,2,2,2,1,,,,,3,,,,7,,,,,,,6,,,9,,,,,,,,,,,9,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,0,1,4,3,1,3,2,2,4,,,Maggiano's,Panera bread,Elephant Thai,Qdoba,Applebee's,2,2,1,2,1,2,2,1,3,,1,3,3,2,0,0,0,,,,,,,7,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2,,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,0,2,1,3,3,7,1,1,2,1,,hon kong,wendy's,mcdonld's,subway,captain d's,2,1,1,1,1,1,1,1,2,,1,2,1,2,0,0,0,,,,,,6,,,,,,,,,,,,,none,1,,,,,,,,,,,,,14,15,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,0,1,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,0,2,3,2,2,3,4,3,1,1,,Thai Diner,Tripps,Cheesecake factory,Sushi-O,Carrabas,2,1,2,4,1,2,2,1,3,,1,2,3,2,0,0,0,,,,,5,,,,,,,,,,,,,,,1,,,,,,,,,,,,,14,,16,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,0,2,2,1,2,1,1,1,6,1,,Applebee's,Outback Steakhouse,Arby's,Olive Garden,Croaker Spot,2,2,2,2,2,2,2,2,2,,1,3,2,2,1,0,1,,,,,,,7,,,,,,,,,,,,Cheerleading,,,,,,,,,,,,,,14,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,0,1,1,1,1,,4,,,,,,,,,,6,6,6,6,6,6,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,0,3,2,3,3,4,1,1,3,3,,chick fila,mcdonals,wendys,jimmy johns,chiptole,1,1,1,1,2,2,2,2,2,,2,2,2,2,1,0,0,,,,,,,7,admin,,2,,,,,,8,9,,,1,,,,,,7,,,,,,,14,15,16,17,,3,,2,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,0,2,3,2,2,2,5,2,2,1,,Panera,McDonalds,Cookout,Martins,Olive Garden,1,1,1,1,1,1,1,1,2,,1,2,2,2,0,0,0,,,,,5,,,,,,,,,,,,,,,1,,,,,,,,,,,,,14,,,,,3,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,
160,0,2,2,2,1,7,1,1,5,4,,McDonalds,Chick Fil A,Taco Bell,,,1,1,1,3,1,2,2,1,2,,1,3,1,2,2,1,0,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,0,2,3,2,1,7,1,1,1,1,,,,,,,3,3,3,3,3,3,3,3,3,,1,3,1,1,,,,,,,,,6,,housekeep,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,walk,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,0,2,2,3,2,7,6,1,2,1,,qdoba,panera,tropical acres,athenas,fidays,2,2,1,1,1,1,1,1,2,,1,3,2,2,0,0,0,,,,,,,7,bank teller,,,,,,,,,,,,,,3,,,,,,,,,,,14,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,0,1,4,2,2,6,1,1,3,1,,burger king,McDonnell's,Arby's,hardies,,2,2,2,3,2,3,4,2,5,,2,4,2,1,0,0,0,,,,,5,,,retired,,,,,,,,,,,none,,,,,,,,8,,,,,,,,,,quilting,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,0,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,0,3,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,0,1,4,2,1,2,2,1,5,1,,mcdonalds,wendys,kfc,applebees,burger king,4,1,1,4,1,3,3,1,4,,1,1,1,2,2,0,0,,,,,,6,,,,2,,,,,,,,,,,,3,,,,,,,,,,,14,,,,,2,1,2,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,0,2,3,2,3,1,3,1,4,1,,chpotle,wendys,kfc,,,1,1,2,1,1,1,1,1,3,,1,4,1,2,,,,,,3,,,,,,,,,,,,,,,,,,,3,,,,,,,,11,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,0,2,3,3,2,6,2,1,2,1,,Nino's Pizza,McDonald's,Taco Bell,KFC,BugerKing,3,2,1,2,1,2,3,1,2,,1,2,1,2,0,0,2,,,,,,6,,,,,,,,,,,,,no children,,,,,,,,8,,,,,,,,,,Macrame,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,0,2,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,0,1,1,2,2,1,1,1,1,7,,McDonalds,Burger King,Hoss's,Perkins,Huddle House,2,1,1,3,1,2,2,1,3,,1,1,1,1,0,0,0,,,,,5,,,Writer,,,,,,,,,,,,,,3,,,,,,9,10,,,13,14,,16,,Horseback Riding,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,0,1,4,4,2,5,1,1,4,3,,taco bell,mcdonalds,pizza hut,red robin,dominos,1,1,1,2,1,1,1,1,1,,1,1,2,2,0,1,2,,,,,,,7,student,,,,,,,,,,,baseball,,,,,,,,,9,,,,,14,,16,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,0,2,3,2,1,3,1,1,6,1,,"cold harbor restaurant, mechanicsville, va","le patron mechanicsville, va","nicks mechanicsville, va","annas mechanicsville, va","awful arthurs mechanicsville, va",2,1,1,3,1,2,2,2,1,,1,4,3,2,0,0,0,,,,,,6,,retired,,,,,,,,,,,none,1,,,,,,,,,,,,,14,,,,quilting,2,1,,,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,0,1,2,2,2,4,1,1,5,1,,Daddyo's,Jimmy's,New York Deli,,,1,1,1,2,1,1,1,1,1,,1,3,1,1,,,none,,,,,,6,,,,,,,,,,,,,no children,,,,,,,,8,,,,,13,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,0,2,2,2,2,7,1,1,1,3,,seafood restaurants,steak,mcdonalds,wendys,burgerking,1,2,1,1,1,1,1,1,1,,1,4,1,1,none,none,none,,,,,,,7,,,,,,5,,,,,,no children at home,,,3,,,,,,,,,,,14,15,,17,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,0,2,2,2,2,5,4,1,1,1,,panera,jasons deli,chilis,smoky bones,cracker barrel,2,2,3,1,1,1,1,1,2,,1,3,3,2,0,0,0,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,14,15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,0,1,3,2,2,2,6,1,1,1,,McDonald's,Bojangles,Arby's,,,2,2,1,2,2,1,2,1,1,,1,3,1,2,1,,,,,,,,,7,Mail Clerk,,,,,5,6,,8,9,,,1,2,3,,,,,,,,,,,14,,,,,5,1,2,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,0,1,1,2,2,3,1,1,4,2,,Wendy's,McDonald's,Subway,Dominos,Panera Bread,1,2,1,2,1,2,2,1,2,,1,3,1,2,,,1,,,,,5,,,,,,,,,,,8,,,,,,,,,,,8,,10,,,,14,,,,,3,1,2,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,0,1,3,2,1,7,,,,,,mcdonald,,chick fila,popeyes,olive garden,6,,1,,2,,1,6,,,2,4,3,3,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,church,5,,,,4,,6,,,,,,,,,,,,,,,,,,,,,,,,,,
183,0,3,3,2,2,2,6,1,1,1,,McDonalds,Panera,Islamorada Fish Company,Bonefish Grill,,2,2,1,2,1,1,1,1,2,,1,3,2,2,3,0,0,,,,,,,7,,,,,,,,7,8,,,Scouts,,,,,5,6,,8,,,,,,,,16,17,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,0,2,4,2,2,5,1,1,4,1,,Ma and Pa's,McDonalds,Hardees,Applebees,Wendys,2,3,2,3,2,2,3,2,2,,1,3,1,2,0,0,0,,,,,,6,,,,,,,,,,,,,,1,,,,,6,,,,10,,,,14,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,0,1,4,1,1,3,5,1,2,1,,Outback,Applebees,local,local,local,2,2,2,2,2,2,2,2,2,,1,3,2,1,0,0,0,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,none,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,0,2,4,2,2,1,1,1,7,1,,crab louies,cracker barrel,famous daves,arbys,burger king,1,1,1,1,1,1,1,1,3,,1,4,1,2,0,0,0,,,,,,6,,,,,,,,,,,,,none living at home,,,,,,,,,,,,,,14,,,,,2,1,2,,4,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,
187,0,2,3,2,3,4,1,1,5,1,,Cracker Barrel,Chic Fil A,Arby's,Olive Garden,Sonic,1,1,1,2,1,1,1,1,2,,1,3,2,2,0,0,0,,,,,,6,,,,,,,,,,,,,,1,,,,,,,8,,,,,,,,,17,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,0,1,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,0,1,3,2,2,7,1,1,1,2,,taco bell,cicis pizza,mcdonalds,dennys,little caesars pizza,2,1,1,2,1,1,1,1,3,,1,2,1,1,1,2,0,,,3,,,,,home health aid,,,,,,,,8,,10,,,,,,,,,,,,,,,,15,,17,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,0,2,4,2,1,3,6,1,1,1,,Ruby Tuesday,Applebees,Olive Garden,McDonald's,Chick-Fil-A,3,2,2,2,1,1,2,1,3,,1,3,1,1,2,0,1,,,,,,,7,Copy Center Manager,,,,,,6,,8,,,Basketball,,,,,,,,,,,,,,14,,,17,walking,2,,,,4,,6,Mail,,,,,,,,,,,,,,,,,,,,,,,,,
192,0,2,2,1,1,6,1,1,2,1,,Bell Cafe,,,,,2,2,2,1,1,1,1,1,1,,1,4,1,2,0,0,0,,,,,,,7,web developer,,,,,,,,,,,none,,,,,,,,8,,,,,,,,,,church choir,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,0,2,2,3,3,7,1,1,2,1,,APPLEBEE'S,SHONEY'S,LOWERY'S,RED LOBSTER,LONE STAR,1,1,1,1,1,1,1,1,1,,1,3,2,1,NONE,NONE,NONE,,,,,,6,,SOON WILL BE LOOKING FOR JOB IN BILLING AND CODING,,,,,,,,,,,NO CHILDREN AT HOME,,,,,,,,,,,,,,14,,,,"CRAFTS, READING, WALKING ON TREADMILL",4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,0,2,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,0,2,3,2,2,6,1,1,3,1,,Panara Bread,Cookout,McDonalds,Applebees,KFC,2,2,1,2,1,1,1,1,3,,2,3,2,2,1,1,0,,,3,,,,,Claims processor,,,,,,,,8,9,,Karate,1,,,,,,,8,,,,,13,14,15,16,17,,3,1,2,3,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,0,2,4,2,2,4,1,1,1,1,,dante's,burger king,wendys,arbys,mcdonalds,1,1,1,1,1,1,1,1,1,,2,2,1,1,,,,,,,,,,7,unemployed,,,,,,,,,,,,1,,3,,5,6,,,9,,,,,14,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,0,1,4,2,2,4,1,1,3,1,,,,,,,4,,3,3,1,1,1,1,1,,1,2,1,1,,1,,,,,,5,,,transportation,,,,,,,,,,,band,,,,,,,,,,,,,,,15,,,dancing,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,0,1,1,1,2,1,1,1,2,6,,Subway,Quiznos,Jasons,Jersey Mike,Panera Bread,1,1,1,1,1,2,1,1,1,,1,3,1,1,0,0,0,,,,,5,,,Student,,,,,,,,,,,,1,,,,,,,,,,,,13,14,,16,,,2,1,,,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,0,2,3,2,2,2,1,1,2,2,,Peking Restaurant,Wendy's,McDonalds,Ruby Tuesday,,2,1,1,2,1,2,2,1,2,,1,4,1,1,0,0,0,,,,,,,7,Retired,,,,,,,,,,,No children at home,1,,,,,,,,,,,,,14,15,16,17,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,0,2,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,0,2,4,3,2,5,1,1,3,1,,Taco Bell,McDonalds,Wendys,Buffalo Wild Wings,Chipotle,2,2,1,2,1,2,2,2,3,,1,2,2,2,0,0,0,,,,,,6,,,,,,,,,,,,,Don't have children,,,,,,,,,,,,,,14,,,,Reading,2,1,2,3,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,0,1,3,1,2,5,1,1,2,3,,McDonalds,Kentucky Fried Chicken,,,,2,3,1,1,1,3,3,2,4,,2,3,1,3,,,,,,,,,,7,Process Server,,,,,,,,,,,,,,,,,,,,9,,11,,,14,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,0,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,0,2,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,0,2,4,2,2,7,1,1,1,1,,,,,,,1,1,1,1,1,1,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,0,2,2,3,2,7,1,1,1,1,,The Corner,Lees,Olivias,,,1,2,1,2,1,1,1,1,1,,1,3,2,2,,,,,,,,,6,,retired,,,,,,,,,,,na,,,,,,,,8,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,0,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,0,2,4,2,2,1,6,1,1,3,,Chic-Fil-a,Panera,Olive Garden,O'Charley's,Burger King,3,2,2,3,1,3,3,2,2,,1,2,1,1,0,0,0,,,,,5,,,,,,,,,,,,,,,,,,,5,,,,,,,,,14,,,,,2,1,2,3,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,0,3,3,2,2,2,3,1,1,2,,Chick A Fila,KFC,O'Charley's,McDonald's,Firehouse Sub,1,1,1,2,1,1,2,2,2,,1,3,1,1,0,0,0,,,,,5,,,,,,,,,,,,,,,1,,,,,,,8,,,,,13,14,,16,17,bowling,2,1,2,,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,0,1,4,1,3,5,1,1,3,2,,outback,chinese,applebees,,,2,2,2,2,2,2,2,2,3,,1,2,2,2,0,0,0,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,0,2,2,2,2,7,1,1,1,1,,all visited equally,,,,,2,2,1,2,2,2,3,2,2,,2,3,3,2,0,0,0,,,,,,,7,none of the above,,,,,,,,,,,n/a,1,,,,,,,,,,,,,,,,,music,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,0,2,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,0,2,2,2,2,6,1,1,4,4,,McDonalds,Popeyes,Poppa Johns,Applebees,,1,1,1,1,1,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,0,2,4,1,2,7,1,4,2,3,,Joe's Out Bon Air,Maldini's,Frank's Ristorante,Outback Steakhouse,Belle Vie,3,2,3,2,1,1,1,2,2,,2,4,2,2,0,0,0,,,,,,6,,retail sales,,,,,,,,,,,no children living at home,,2,,,,,,,,,,,,,,,,reading,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,0,2,4,2,1,6,1,1,3,1,,arbys,bob evans,chick fil a,subway,Mc donalds,1,1,1,2,1,2,2,1,2,drive thru,1,4,2,3,0,0,0,,,,,,6,,retired,,,,,,,,,,,,,,,,,,,8,,,,,,14,,,,thrifting,2,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,0,2,3,2,3,6,1,1,1,3,,Ruby Tuesday,Anderson's Garden Cafe,,,,2,2,2,2,1,2,1,1,3,,1,3,2,3,0,0,1,,,,,,,7,state government,,,,,,,,,,,computer programming,,,,,,,,,,,,12,,,,,,reading,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,0,2,3,2,1,6,1,1,2,2,,Applebees,Cracker Barrel,Yen Ching,Crazy Greek,Chili's,2,2,2,3,1,1,1,1,3,,1,4,2,1,0,0,0,,,,,,,7,Retired,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,water aerobics,2,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,0,3,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,0,3,4,1,4,6,,1,4,3,,Mcdonalds,Wendy's,taco bell,burger king,KFC,5,2,1,5,1,3,5,2,3,,1,3,3,2,2,0,2,,,,,,,7,registered nurse,,2,,,5,,,8,,,,,,3,,,,,,,10,,,,,,,17,,2,1,2,,4,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,
238,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,0,1,1,3,2,7,1,1,1,1,,dominoz,india pastry,,,,2,1,1,1,1,1,1,1,1,,1,2,3,2,1,0,0,,,,,,6,,,,,,,5,,,8,9,10,,,,3,,,,,,,,,,13,14,15,16,17,,2,1,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,
240,0,1,1,1,1,5,1,1,1,2,,burger king,mcdonalds,pizza hut,five guys,subway,1,2,1,5,1,2,2,1,3,,1,3,1,3,0,1,1,,,,,,6,,,1,,,,,,,,,,,,,,,,,,,,,,,,14,,,,walking,2,,,,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,0,3,4,3,3,4,5,5,5,1,,Chipotle,Panera,Starbucks,Cheesecake Factory,Canes,1,1,1,1,1,1,1,1,1,,1,1,3,2,0,0,1,,,,4,,,,none,,,,,,,,,,,none,,,3,,5,6,7,,,,,12,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,0,2,4,2,1,4,2,1,4,1,,hardee,mcdonald,chick filet,wendy,denny,2,2,1,4,2,2,2,2,4,,1,4,2,2,0,0,2,,,,,,,7,family therapist,,2,3,,,,7,8,,,,1,,,,,6,,8,9,10,,,,14,,16,,,4,1,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,
243,0,2,2,2,2,5,,,4,,,Panera Bread,Eileen's Fredericksburg,Brock's Fredericksburg,McDonalds anywhere,Cracker Barrel,1,2,2,1,1,2,2,1,3,"Good service (efficient, & quick for the type place)",1,3,3,2,0,0,0,,,,,,,7,Retired Mathematician,,,,,,,,,,,none,1,,,,5,6,,8,,,,,,14,,16,,YMCA classes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
